STT,lat,lon,distance,rssi
78,21006128,105841831,75.44599624410985,-80.96124836560232
79,21005890,105842125,50.62659324558576,-68.75388964073935
80,21005091,105842115,121.35583136396151,-107.36520613728553
81,21006231,105842839,32.65788168347299,-61.343091118648466
82,21005480,105843160,93.22944514529557,-98.29530617812604
83,21006018,105842631,12.011453666114136,-44.50034587991047
84,21005069,105842136,122.83172500723147,-109.9295229654789
85,21006136,105843435,91.25261471869203,-95.0468701404366
86,21005445,105842663,73.79227482279356,-80.23494713364929
87,21005939,105842041,56.52912677396804,-71.73469027890422
88,21006280,105843266,76.26567794933591,-87.56175198670904
89,21006119,105843153,61.91967272705433,-78.84370731368152
90,21006099,105843632,111.62580370586255,-108.4240909132277
91,21005991,105841825,76.98772552464052,-81.78317295472155
92,21005481,105842102,83.59447580043194,-86.68723424827486
93,21006403,105843550,108.44452982943282,-104.89099236474776
94,21005096,105842719,113.0445835877389,-102.50809657950313
95,21005206,105841800,126.843024619199,-111.48510664686421
96,21005537,105843081,83.04260273708988,-90.43634118580731
97,21005108,105843463,145.08622982883008,-126.59143585152923
98,21005260,105843167,112.9718660734383,-108.32722285712559
99,21005341,105842785,87.78735554636994,-90.65060424989261
100,21005998,105842446,16.251273648780842,-49.00813218842022
101,21005605,105842513,55.358858010950605,-70.68677558525404
102,21005343,105842657,84.94923596538816,-86.76387264249554
103,21005480,105842494,69.38281288940391,-77.9658165073264
104,21006355,105842882,44.012192088344136,-68.69502363588687
105,21005639,105843462,107.10615388729155,-104.13727346053824
106,21005744,105843466,102.40127795444339,-101.83088708962603
107,21005080,105843269,135.51091386642443,-121.21828910643163
108,21005991,105843628,111.8813056548867,-106.86435744688971
109,21005534,105842820,68.72618511704724,-78.35182491485452
110,21005231,105843476,135.90720745402632,-120.7137933871877
111,21005113,105842452,110.43460945587326,-103.58016422253284
112,21005740,105842936,56.223858630105276,-76.64940353100113
113,21006295,105842713,26.98207977779012,-57.457479389610214
114,21005184,105842152,110.3273153831964,-102.361425150366
115,21005482,105843265,100.72381705662704,-102.0717723261274
116,21005916,105841737,87.59821478669437,-88.99596422644585
117,21005752,105842692,41.272735392327874,-62.19104252422639
118,21005475,105841905,97.1181159929391,-95.0278111566568
119,21006141,105843275,74.68813216273676,-85.67460420721243
120,21005381,105842825,84.78274700967401,-87.6967943218654
121,21006202,105842590,11.745187882761043,-43.94461601999858
122,21005272,105843628,144.46584986515666,-126.94458270621627
123,21005475,105841888,98.35683552369912,-95.03869029145146
124,21006013,105843025,49.57205338819683,-71.12632403122424
125,21005587,105843126,82.21645929045127,-90.34504202515537
126,21005277,105843442,129.78959557788684,-119.92712015910183
127,21005643,105842297,57.65501158298026,-71.89832433163485
128,21005258,105842917,100.94352114845722,-96.59983410574019
129,21005713,105843342,92.23268683832617,-97.05252881186497
130,21006349,105842475,28.86922356184401,-58.270967426970394
131,21005172,105842799,106.34409222098753,-100.3120085940061
132,21005410,105842169,86.77929448570046,-88.15394014899418
133,21005378,105842752,82.92913198076114,-86.88100364551816
134,21005950,105842663,20.080973638209045,-51.717466930370435
135,21005827,105842806,39.96697673292844,-65.40833099550987
136,21006040,105842324,25.127591244548885,-51.302869883382776
137,21006348,105843108,63.468992726130324,-79.39114751825836
138,21006223,105842138,45.5751247384149,-64.71369985493317
139,21006162,105842961,42.49560112206917,-68.06418960377349
140,21006127,105842703,15.433681613287082,-47.44617253500751
141,21005226,105843368,128.70175992384083,-118.75016683086078
142,21006369,105843062,60.31879943282111,-77.55963909773942
143,21005534,105842918,73.36653808733236,-85.3146757146579
144,21006351,105843262,78.30905213652979,-87.85379578630315
145,21006103,105843359,83.27817209551463,-93.63475326269864
146,21006155,105842016,56.49640550992724,-71.3186637140353
147,21006340,105842618,27.328119862159788,-56.81653133266756
148,21005958,105842653,18.77141844302978,-51.271641780420104
149,21005648,105843411,101.99300603589877,-101.31177333209216
150,21005702,105842543,44.40450620889842,-62.59076936041927
151,21006095,105842843,29.70509499473513,-59.14228878006816
152,21006308,105841827,79.22120441048922,-85.30060285666026
153,21005191,105842256,105.93491929952174,-101.438081859403
154,21005756,105843336,89.5306093791895,-93.99782402812926
155,21006252,105842768,27.606756929198372,-58.04591023267279
156,21005678,105843406,99.92808507651823,-100.1906106923899
157,21005184,105843369,132.335999114993,-119.12399151217623
158,21005701,105842172,59.81420916646742,-73.33113199195401
159,21005486,105842797,72.80446525589987,-79.62887979707155
160,21005782,105843369,91.47808769658953,-95.61027872738313
161,21005735,105843446,100.89001775030019,-100.65849016241252
162,21005642,105842230,61.314786862472744,-76.20421085095205
163,21005733,105842982,60.19160921566276,-77.43431396196962
164,21006281,105843212,70.89934158376147,-84.16347771613565
165,21005090,105841744,140.6149298721833,-120.86458453285323
166,21005061,105842690,116.50049886719815,-105.55784008081014
167,21005362,105842485,82.53814885141735,-85.95615043309641
168,21006239,105842968,45.353780054145965,-68.2897009628669
169,21006016,105843385,86.49595346941729,-93.92573561178362
170,21005538,105843501,116.3188597421237,-111.20607361824675
171,21005339,105842650,85.30549796137923,-88.04086896099047
172,21005358,105842031,99.0616200548797,-99.00290610214732
173,21005190,105842875,106.5748529956847,-99.60737141186439
174,21006099,105842666,11.32050082291762,-43.47698152222038
175,21005600,105842827,62.38136041729177,-74.53171672931879
176,21005191,105841983,117.46420548921905,-105.40480759854918
177,21005083,105842054,124.69767901538597,-110.00771855906595
178,21005646,105841751,97.80545239456245,-91.25706011882664
179,21006101,105842990,44.9617457643614,-68.65386055388296
180,21006355,105843508,102.71165244732234,-104.93822356470761
181,21005512,105843098,86.30129413938748,-92.70569697254787
182,21005610,105842925,66.65475580609044,-81.31129241100204
183,21006396,105843387,92.22026216632376,-95.78406857143476
184,21005946,105843284,77.43378994648873,-88.22336942792604
185,21005189,105842419,102.44871291543026,-97.53763099879566
186,21006121,105841972,60.785800463134024,-74.30340479619599
187,21005880,105843137,65.04943010767494,-82.51252098160103
188,21005443,105842659,73.95162435798512,-81.06695128405929
189,21005459,105841967,94.0885300466392,-91.76961575068133
190,21005956,105841711,89.31505758748905,-89.33183029932782
191,21005914,105842264,36.854960198626905,-64.46247089020177
192,21005756,105843653,120.10187973953927,-111.74633277356224
193,21006097,105842730,17.96943989138117,-50.49618737914554
194,21006023,105842768,23.565011642324826,-54.45266201911324
195,21005173,105842427,104.10021788157168,-101.7466047672923
196,21006131,105841715,87.49503132739127,-88.03807831673905
197,21005905,105843149,65.22339320378003,-80.37231349862826
198,21006145,105843101,56.69934495400001,-76.14735607754702
199,21005429,105841930,99.12556111654905,-94.85735648127223
200,21005320,105841752,120.55582198653019,-109.35891071002514
201,21006294,105843356,85.6986336981647,-91.85708164001285
202,21005203,105842751,101.89551355708001,-97.2171100622487
203,21005930,105843199,69.3241943900724,-83.0116968425129
204,21005689,105843119,74.19981775730946,-87.99109468899003
205,21006308,105842949,46.765123703352074,-69.45906274572474
206,21005856,105843116,64.12407112397652,-81.42471931139262
207,21005254,105842782,97.06541333948958,-93.70966321022759
208,21005549,105843142,86.37013278556964,-94.36893715425394
209,21005716,105843419,99.22489016475775,-99.78904421714348
210,21005686,105842315,52.556977264242505,-69.76013069274946
211,21005391,105842288,83.76743738321545,-90.02202868162736
212,21005976,105841723,87.709739223885,-90.20389882112227
213,21005710,105843035,65.99272579875762,-81.46723849723631
214,21005949,105843010,49.98467012475564,-70.99146665755357
215,21005493,105841926,94.16268499029586,-92.60914387293825
216,21005826,105842883,45.62387265804939,-70.12890110720288
217,21006240,105843413,90.21971521106828,-95.39016276023594
218,21005121,105843396,139.54233620049382,-122.88605654356226
219,21005300,105842635,89.46248341649714,-89.73732966311272
220,21005663,105842283,56.41809296720372,-70.54610058284784
221,21005658,105842860,58.46298516185664,-77.04539846924453
222,21006035,105843552,103.57906443604293,-102.1253321576838
223,21006071,105841893,69.02897371126467,-77.33903749697566
224,21006256,105841977,62.644982115752825,-74.47200172552078
225,21005995,105843542,102.95754498894009,-102.28712448758748
226,21005713,105843232,82.31178602541854,-90.28380263321608
227,21005135,105842699,108.45502308871201,-103.67860322436181
228,21006363,105843526,104.75394904043691,-103.0625855395859
229,21005184,105842337,104.524676158087,-99.07753342392668
230,21005363,105842083,95.71263239716438,-94.40700992805588
231,21005386,105842997,91.71899224598614,-95.73332130536984
232,21005345,105842963,94.06595213188868,-92.33436825058563
233,21005147,105843246,127.97902490785975,-118.01445316517754
234,21005977,105842915,39.650146355195666,-64.64751424410703
235,21006174,105842808,27.29880540885746,-57.85608843181401
236,21005763,105843248,81.00481547316703,-90.43824567161272
237,21005911,105842542,21.19098752052359,-52.94983115203997
238,21006305,105841841,77.73331608709185,-84.22396597095016
239,21005091,105841772,138.7988074978491,-117.96711837157375
240,21005664,105843154,78.77560051265263,-90.36662478038676
241,21005120,105841769,136.38782311006312,-118.32788187226463
242,21005208,105842111,109.59416037037585,-101.44878732932571
243,21006265,105841988,61.835562009201055,-73.15820901240066
244,21005393,105841844,108.08828921647785,-99.90770678599317
245,21005391,105842485,79.32628194800047,-85.19127396126446
246,21006278,105842692,24.168399869729555,-54.87423475307969
247,21005140,105842490,107.11803664280764,-100.350128875055
248,21005597,105843469,110.04921992881236,-106.39823649515006
249,21005341,105843414,122.74031471003198,-114.12267249083826
250,21006133,105843632,111.6823026762728,-108.70557335946543
251,21006016,105842265,31.760493559450687,-55.05657914752671
252,21006290,105842074,54.38130803342013,-70.65883338339029
253,21005970,105843635,112.8815366939112,-109.07122021789944
254,21005409,105843606,133.37700922259685,-121.85733687089589
255,21005564,105843579,121.77717708076499,-115.18850161557987
256,21005476,105841879,98.9409101584515,-95.02367315431356
257,21006181,105842886,35.30248218308327,-62.20310435651046
258,21005265,105843462,132.20362807465466,-121.98050098909175
259,21005781,105843066,63.721189609312056,-81.3874858405751
260,21006278,105842620,20.746073717467794,-52.33882581372598
261,21005079,105841914,131.83469933019174,-114.60607495028995
262,21005189,105843372,132.1071626098276,-119.03321562551022
263,21005800,105841784,86.96930162928899,-82.97626941330122
264,21005491,105841756,107.33870805379871,-99.31644216544497
265,21006257,105842173,43.485593112583004,-62.87751203112856
266,21005132,105842922,114.2513677145748,-104.45782595598021
267,21006280,105842860,37.23335446384221,-64.09521839209515
268,21006396,105843487,101.99144076308814,-103.24075871506844
269,21005309,105841710,124.48253824565015,-110.93092660883572
270,21005738,105843336,90.40686112844271,-96.21840278705146
271,21005913,105841846,76.73300228418009,-81.78820417200842
272,21005763,105843500,104.88845203917101,-103.87413648273318
273,21005092,105841774,138.5868545125645,-118.99895008550237
274,21005832,105843382,90.74115492298483,-95.4065014580702
275,21005276,105843225,115.0307874407199,-109.88885172363213
276,21005340,105842013,101.76349789347101,-97.10537347559466
277,21006324,105842985,50.89586308959253,-71.82088679581173
278,21005122,105841987,123.93986411381813,-110.8090919189478
279,21006232,105841802,79.74007777210075,-83.85698723609235
280,21005070,105842558,114.67800507069667,-104.74970801578353
281,21006226,105842849,33.35645505631257,-60.698660338767176
282,21006031,105843463,94.39867340382155,-97.4218638248187
283,21005142,105841730,136.94058301275706,-117.0852709941543
284,21005925,105843235,73.07314211807804,-85.89347960326214
285,21005309,105842975,98.20636717372311,-94.14880096191938
286,21005677,105843266,87.43148262945262,-94.71521333027817
287,21006150,105843072,53.75345742762964,-74.28294491488595
288,21006174,105843459,94.01293145182268,-100.48718442152264
289,21005540,105843063,81.57459078764978,-89.77991024872065
290,21005377,105842090,94.00347287982389,-93.50544245024476
291,21006326,105841749,87.5539095869792,-90.31397828716497
292,21005270,105842593,92.50755075772477,-93.3119726550604
293,21005803,105843286,82.63683223758633,-90.3082771155392
294,21005531,105841778,102.7756828628241,-97.06875956849952
295,21005362,105841912,106.03004275761027,-99.69681741527495
296,21005340,105843262,111.91075966476913,-107.99576412910828
297,21006367,105842730,34.61359311319993,-61.52250777893762
298,21006308,105842592,23.30964067977815,-56.08825065502419
299,21005743,105843013,61.86827886120453,-78.97558516771352
300,21005634,105842989,68.6327316102316,-83.89631089507407
301,21006021,105842952,41.970074622654344,-68.23854618408208
302,21006114,105843191,65.84900889424009,-81.35845916484774
303,21006205,105841944,64.69512728639658,-74.94707590279538
304,21005464,105843082,89.3984506437485,-93.97200489947353
305,21006218,105843387,87.16230299920902,-92.8340986008489
306,21006365,105842881,44.65604821919444,-68.07451263818231
307,21005369,105842057,96.56520051378084,-93.3519919284518
308,21006147,105842148,42.77673500934817,-61.7958386047638
309,21005959,105843629,112.42910686687709,-108.17874119635621
310,21006034,105843607,109.28405852199218,-107.11642232155981
311,21005422,105842140,87.05723592937825,-88.40454619727882
312,21005775,105842947,54.35846617584396,-73.85244492510913
313,21006075,105842837,29.21804736301717,-59.087975797736476
314,21005412,105842624,76.95249227174743,-82.92801112501107
315,21006018,105843605,109.21289868279523,-106.03171682676587
316,21005062,105842371,117.17056771450324,-106.2259188012039
317,21006073,105843074,53.774386480245774,-73.29694545322351
318,21006010,105842305,28.05657463970189,-53.09333874586314
319,21005477,105843653,133.3014958607494,-119.2533914214483
320,21005268,105843098,108.3542012418349,-106.41324096840178
321,21005818,105842788,39.57551546167307,-65.29008119549422
322,21005106,105843385,140.14589235727485,-123.11530632204737
323,21006309,105842914,43.69730155163648,-67.46972159517257
324,21006065,105842627,8.29863764745026,-40.223818720453835
325,21006031,105842489,10.510968072262358,-42.67493075078326
326,21005116,105842991,118.46779084309075,-106.36867947540745
327,21005651,105842678,51.6062899522465,-69.05927310629264
328,21006177,105843339,81.63993952881007,-92.32211981007099
329,21006199,105842847,32.02515305353275,-61.426210843174715
330,21005223,105843046,110.07142966783454,-107.60687502713073
331,21005083,105841875,133.55377090652303,-114.45882385706497
332,21005130,105841742,137.21080770014206,-117.06742633748708
333,21005296,105842492,89.79404096145115,-89.82851996806929
334,21005632,105843454,106.75635634432855,-106.54817674189863
335,21005811,105843403,93.58181282615394,-97.32918167270557
336,21006048,105841772,81.72554671842768,-87.5151387614689
337,21005117,105842022,122.74165793795896,-109.20067913074577
338,21006022,105841879,70.94827399040402,-82.0473403797767
339,21005403,105842978,89.09991892061593,-94.24291029817803
340,21005663,105841728,98.91184966672196,-90.21501753625988
341,21006055,105841914,66.96344436346106,-80.59527838519563
342,21005437,105843081,91.73530815153725,-96.39016995234617
343,21006344,105842180,47.571321669046114,-65.03114294291326
344,21005676,105843255,86.53259666930414,-95.2718667457528
345,21005697,105842341,50.22330199987055,-66.87838586239681
346,21005452,105843626,132.41129657363837,-118.9085264941823
347,21006147,105843296,76.90647646386454,-87.27875703956786
348,21005409,105842668,77.82924112022143,-85.5019912052115
349,21005843,105842770,36.231435039705346,-62.93242548323161
350,21005917,105841956,65.67681110406673,-77.37515702638301
351,21005740,105841819,86.5150778650033,-82.9028515913243
352,21006129,105843394,86.96797248802115,-94.0305213843346
353,21005682,105841768,94.25639255445908,-87.42717102644787
354,21005107,105842138,118.81505149444257,-107.0818423108099
355,21005495,105843295,102.05880010175673,-103.4571852104562
356,21005308,105842930,96.33432965116108,-94.44088087145398
357,21005218,105842560,98.21643675901642,-94.27093281141612
358,21005568,105843517,115.98169617641366,-111.95167455560315
359,21006396,105841850,80.41256297022035,-86.1741659139071
360,21005886,105842710,28.710658665080018,-57.70478024327511
361,21005463,105842241,78.18349576945887,-83.15440445206585
362,21005102,105843004,120.42323154455083,-109.06770832286766
363,21005921,105843200,69.7049698928387,-83.43435113660053
364,21005364,105841856,109.62926874298442,-100.90931737097986
365,21005955,105842034,56.68325911152026,-70.1452774132342
366,21005422,105841855,104.96479538166984,-98.86867226648913
367,21006091,105843321,79.3398409542353,-90.3600862202165
368,21005271,105843595,141.91718970779468,-125.41215891310992
369,21005362,105843315,113.80593155691906,-108.5116937095028
370,21005868,105842957,48.95748002149971,-70.49711027515428
371,21005929,105842445,22.389027352127457,-54.75676324503857
372,21006328,105842807,36.21342381593124,-62.9169120206711
373,21005872,105842886,42.61326562291077,-67.34693157522116
374,21006359,105843560,108.03048246110546,-104.9864153343247
375,21005462,105842355,74.10627727776425,-82.26720088336893
376,21006317,105843629,113.87728208146714,-109.09917255585668
377,21005397,105843474,123.28236184168217,-113.50536957617336
378,21006088,105843008,46.85314575303687,-69.24249679204428
379,21005611,105842575,54.53465750571383,-68.73520212079461
380,21005418,105842530,76.02169154153295,-85.12972719928749
381,21006266,105842092,51.65486732205527,-67.55484205331032
382,21005412,105842035,93.86850425595112,-92.12921990391575
383,21005634,105842496,52.32909919343567,-67.81992884959692
384,21006135,105843494,97.3694309699318,-100.54920082972775
385,21005487,105842327,72.35059059352889,-79.62724753171462
386,21005414,105842943,86.2888172487141,-93.86198824098264
387,21006095,105842145,42.786359059326166,-61.94934814588299
388,21006398,105843146,69.51201169551133,-83.40749978898441
389,21006212,105842585,12.684228232955721,-45.43950253140601
390,21005611,105841943,83.87743767091749,-86.43776645326582
391,21005726,105842820,49.856037182895115,-70.97620619632494
392,21005176,105842981,111.9118592566146,-103.90443818944692
393,21005274,105843557,138.72259917134951,-125.44046925595339
394,21005547,105842118,76.6496392283105,-81.81034014927656
395,21005807,105843189,73.32190648035976,-85.07689860314235
396,21005452,105842839,77.90111893059323,-82.91411223999569
397,21005621,105842294,59.96939280596769,-72.09673379952503
398,21005296,105841857,115.32891791016357,-105.3840775300482
399,21006201,105841735,86.076296552382,-89.12370907856446
400,21005515,105843590,125.51580430296589,-115.197242797332
401,21005970,105842127,46.96767193297935,-64.3922003172058
402,21006009,105842607,11.474883965134799,-44.35967954942829
403,21006203,105842620,13.096331931955243,-45.77966474966133
404,21006005,105843381,86.22606319051559,-94.15381389553359
405,21005600,105841752,100.4619966669088,-96.41360435650498
406,21005954,105841833,76.93611168489868,-82.78186662019947
407,21005973,105842330,27.537330784591195,-51.893549714503415
408,21005231,105843533,140.12645582618785,-124.20823220990485
409,21005170,105842818,107.04268754876767,-99.5465458037465
410,21005061,105842107,124.76002471043616,-109.26267838536927
411,21005731,105843156,74.58176062425511,-85.72385275924383
412,21005090,105841921,130.41156580420838,-113.52192989353232
413,21006090,105843437,91.38541446561737,-97.96603775711267
414,21005120,105842071,120.22125850075751,-107.01306925631773
415,21005101,105843265,133.32996657617406,-119.77684055470749
416,21005537,105843239,94.60773333484131,-98.73442542894969
417,21005737,105842726,44.12713403170285,-62.78078703994572
418,21006269,105842184,43.00366705956026,-62.49192239836451
419,21005333,105842082,98.64132656634733,-97.14508808845714
420,21005890,105841832,78.85594618881387,-84.92965454960627
421,21005105,105843191,128.8694205204001,-119.32312278352914
422,21005587,105843284,94.69645903230906,-99.72946788650971
423,21005545,105842579,61.885965022122825,-74.38562351803378
424,21005277,105842127,101.95095297053939,-96.52491210027279
425,21005547,105842767,65.3658034150432,-75.79844188268629
426,21005613,105842808,60.213222452223995,-73.38361739032106
427,21005466,105842900,79.10284398404698,-83.67908931191786
428,21005772,105843418,96.60389658831333,-98.96729804105529
429,21006154,105842764,22.28817715834914,-53.579262552098626
430,21006310,105842751,30.76078513170772,-59.68504928031551
431,21005394,105842415,80.00990318147404,-84.1949292156411
432,21005443,105842878,80.42191907475156,-85.74138584661925
433,21005737,105843402,96.63377060911444,-98.6352192634504
434,21005227,105842730,98.86069225079021,-95.68161341832385
435,21005797,105843025,59.20270515670355,-78.21288224334734
436,21006382,105842555,31.25627307127449,-59.70775990219073
437,21005925,105842940,44.32697724682139,-68.04373286352751
438,21005258,105843086,108.67172535964869,-105.8497011956311
439,21005267,105843060,106.45891348909413,-103.88650795829084
440,21005487,105843465,116.42104616735243,-110.68409942271884
441,21006232,105842742,24.111000493400603,-54.3722350349003
442,21005540,105842833,68.66662937785698,-77.36795981081303
443,21005201,105841798,127.40833782310207,-113.4639332715396
444,21005392,105842077,93.2923156917497,-93.5317284185049
445,21006160,105842639,10.750218913567403,-43.70374644679292
446,21005629,105841890,86.909336286905,-88.6972518182271
447,21005406,105842529,77.35939024424576,-82.73697614679612
448,21005472,105842143,82.11545292477939,-86.20122114090049
449,21005072,105842287,117.83927453656334,-108.14127028075126
450,21005581,105842012,80.91987814429574,-84.47731023630293
451,21005352,105843105,100.88966479010345,-102.10573209977585
452,21005278,105842535,91.57065240113893,-92.1832429580566
453,21006390,105841911,74.38371254884109,-81.72940235750409
454,21005062,105842531,115.59932746723543,-105.85042372842697
455,21005607,105842243,63.89307414739234,-74.82830426064136
456,21005923,105842138,47.80111582596654,-66.69230510117546
457,21005157,105843211,125.0479279124615,-116.68636693116791
458,21006003,105843517,100.27849048088902,-101.41333622838702
459,21006288,105843454,95.4366094989735,-97.66901970899218
460,21005073,105843635,160.0144093783961,-136.3055878904181
461,21006242,105843175,66.06039825350766,-83.66588228836245
462,21005964,105843083,56.704601836836275,-75.58944747026337
463,21005107,105842093,120.60453202590729,-107.39489321410062
464,21005636,105842950,65.88223877257754,-81.70476895405429
465,21006228,105842471,16.712117558218385,-49.004311245688086
466,21005344,105842168,93.38843120095709,-93.6737373454402
467,21006158,105843556,103.92746182458465,-102.98969412000332
468,21005742,105841714,96.21309292929742,-88.0181022131666
469,21005309,105842612,88.27895740075422,-88.92196737346367
470,21005118,105841954,125.99825404640289,-110.69494319334686
471,21005262,105842997,103.90584580117569,-97.41810192219006
472,21005797,105843592,112.66608804471817,-110.37726169069785
473,21005657,105843033,69.8712694859134,-84.49946997079863
474,21005057,105842752,117.87607819869407,-107.64741220217368
475,21006071,105841908,67.47327024267601,-77.22275887040963
476,21005670,105842941,62.355155350547506,-79.80495249499013
477,21005558,105842958,73.36008195921616,-85.59972576497815
478,21005524,105842011,85.63530195560976,-89.44993289262074
479,21006290,105842994,50.01021117960686,-71.31837416340863
480,21006136,105842977,43.7852628685448,-68.08192212044969
481,21005104,105843114,125.07265134999402,-116.50565511854937
482,21006388,105843480,101.01877766391547,-102.96120861553023
483,21006408,105843544,108.02682750826482,-107.13339785149614
484,21006101,105842092,48.28455376671103,-65.52575794581725
485,21006091,105843144,60.96290937226084,-78.35620579787135
486,21006076,105843427,90.3816374283374,-98.43234558107567
487,21006030,105843081,54.98112310738257,-74.24630499651389
488,21005922,105842647,21.994322903227733,-52.98304472004077
489,21005469,105843115,91.09847163645789,-96.60619803063422
490,21005543,105843152,87.57527830696223,-94.62621222623895
491,21006031,105842143,43.688252602808475,-63.57511967310377
492,21005663,105843419,101.90799403511907,-101.94171259202578
493,21005790,105843004,57.88817050950195,-76.50549434253114
494,21006341,105842619,27.46049120774249,-60.14068890773569
495,21005910,105842014,60.253578738380085,-72.43222296766731
496,21005281,105843542,137.04115167297928,-123.14873703844526
497,21006318,105842079,55.192057192334964,-70.05354826528821
498,21005252,105842635,94.78082276235445,-94.13023672632121
499,21005376,105843355,115.62570507719616,-109.66052157108666
500,21005239,105841854,120.50612626158532,-107.59177999701276
501,21005231,105842911,103.51629844051865,-97.03273974722715
502,21005079,105843265,135.3781378361569,-121.38629897477405
503,21005447,105842132,85.08403100957163,-88.80328184261525
504,21005184,105843375,132.73382384255547,-119.46040777898848
505,21005864,105842733,32.07677523866749,-60.03707920327538
506,21006239,105843025,50.96262705953737,-72.6921408505471
507,21005560,105842489,60.58819153152145,-72.29172593085977
508,21005118,105842372,111.01363276599713,-103.83272908143027
509,21005954,105842931,42.1370577482921,-66.53415671478851
510,21005903,105842520,22.356113666961843,-53.662625949162056
511,21006179,105842959,42.63484614490855,-67.011183173136
512,21006232,105842082,51.43021102236546,-67.47938542877097
513,21005491,105842257,74.65961707874271,-82.40300114266539
514,21005372,105842370,83.37910810556035,-85.50287488029483
515,21006184,105842842,31.000343555045355,-59.905829201142666
516,21005261,105842151,102.503923442498,-98.05459661687779
517,21005600,105843157,83.58849580135863,-90.73068222107094
